"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","Ward","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"11683040","JC258174","05/10/2019 05:35:00 PM","007XX W 31ST ST","1330","CRIMINAL TRESPASS","TO LAND","PARKING LOT/GARAGE(NON.RESID.)","true","false","0915","11","26","1171697","1884328","2019","2019 May 17 04:08:03 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11678642","JC252844","05/06/2019 08:00:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","OTHER","false","false","0915","11","06","1171678","1884328","2019","2019 May 13 04:13:25 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"11678556","JC252637","05/06/2019 07:08:00 PM","007XX W 31ST ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","RESTAURANT","false","false","0914","11","11","1171692","1884328","2019","2019 May 13 04:13:25 PM","41,8380551","-87,645476761","POINT (-87.645476761 41.8380551)"
"11668384","JC240238","04/26/2019 10:30:00 PM","007XX W 31ST ST","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","DRUG STORE","false","false","0915","11","10","1171697","1884328","2019","2019 May 03 04:14:46 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11665727","JC237083","04/18/2019 12:00:00 AM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false","0915","11","11","1172053","1884337","2019","2019 Apr 27 03:59:03 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"11638185","JC203629","03/29/2019 01:26:00 AM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","GROCERY FOOD STORE","false","false","0915","11","08A","1171697","1884328","2019","2019 Apr 05 04:07:16 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11635583","JC200864","03/26/2019 08:20:00 AM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","0914","11","06","1172053","1884337","2019","2019 Apr 02 04:10:50 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"11626984","JC190348","03/18/2019 02:20:00 PM","007XX W 31ST ST","0810","THEFT","OVER $500","OTHER","false","false","0915","11","06","1171697","1884328","2019","2019 Mar 25 04:13:00 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11600462","JC158173","02/19/2019 11:00:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","0915","11","06","1171697","1884328","2019","2019 Feb 26 04:14:42 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11578178","JC130534","01/26/2019 02:42:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false","0915","11","06","1171697","1884328","2019","2019 Feb 02 04:07:45 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11573543","JC125014","01/21/2019 11:56:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","OTHER","false","true","0915","11","08A","1171697","1884328","2019","2021 Sep 07 03:41:02 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11573245","JC124735","01/21/2019 05:10:00 PM","007XX W 31ST ST","0460","BATTERY","SIMPLE","DRUG STORE","false","false","0915","11","08B","1171697","1884328","2019","2019 Jan 28 04:14:23 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11562442","JC111579","01/09/2019 11:23:00 AM","007XX W 31ST ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","false","false","0915","11","14","1171721","1884329","2019","2019 Jan 18 09:37:14 AM","41,838057207","-87,645370318","POINT (-87.645370318 41.838057207)"
"11560576","JC109421","01/08/2019 01:15:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","SMALL RETAIL STORE","false","false","0915","11","06","1171668","1884327","2019","2019 Jan 18 09:37:14 AM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"11570987","JC121701","01/02/2019 05:32:00 PM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","false","false","0915","11","11","1171668","1884327","2019","2019 Jan 23 04:13:37 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"11553697","JC101266","01/01/2019 11:30:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","SIDEWALK","true","false","0915","11","08A","1171697","1884328","2019","2019 Jan 10 03:16:50 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11543152","JB563092","12/21/2018 08:46:00 PM","007XX W 31ST ST","1330","CRIMINAL TRESPASS","TO LAND","RESTAURANT","true","false","0915","11","26","1171678","1884328","2018","2018 Dec 28 04:13:27 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"11500982","JB507379","11/07/2018 03:30:00 PM","007XX W 31ST ST","0460","BATTERY","SIMPLE","CONVENIENCE STORE","false","false","0915","11","08B","1171697","1884328","2018","2018 Nov 14 04:11:48 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11493843","JB497093","10/30/2018 09:45:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","STREET","false","false","0915","11","06","1172053","1884337","2018","2018 Nov 06 04:22:57 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"11490514","JB493725","10/28/2018 02:45:00 PM","007XX W 31ST ST","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","SMALL RETAIL STORE","false","false","0915","11","04A","1171697","1884328","2018","2018 Nov 04 04:14:17 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11489346","JB492322","10/24/2018 11:00:00 AM","007XX W 31ST ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0915","11","07","1171697","1884328","2018","2018 Oct 31 04:17:26 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11474097","JB472225","10/11/2018 02:00:00 PM","007XX W 31ST ST","0460","BATTERY","SIMPLE","PARKING LOT/GARAGE(NON.RESID.)","false","false","0915","11","08B","1171678","1884328","2018","2018 Oct 18 04:27:18 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"11475740","JB469424","10/09/2018 10:34:00 PM","007XX W 31ST ST","0460","BATTERY","SIMPLE","CONVENIENCE STORE","true","false","0915","11","08B","1171697","1884328","2018","2019 Jan 17 02:26:36 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11460035","JB453141","09/27/2018 12:30:00 PM","007XX W 31ST ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","GROCERY FOOD STORE","false","false","0915","11","11","1171697","1884328","2018","2018 Oct 04 04:18:00 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11444373","JB432740","09/11/2018 09:30:00 PM","007XX W 31ST ST","0479","BATTERY","AGG: HANDS/FIST/FEET SERIOUS INJURY","RESTAURANT","false","false","0915","11","04B","1171678","1884328","2018","2018 Sep 18 04:08:02 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"11417315","JB397689","08/17/2018 05:36:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","true","false","0915","11","06","1171697","1884328","2018","2018 Aug 24 04:12:03 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11415117","JB395096","08/15/2018 05:30:00 PM","007XX W 31ST ST","0810","THEFT","OVER $500","PARKING LOT/GARAGE(NON.RESID.)","false","false","0915","11","06","1171668","1884327","2018","2018 Aug 22 04:19:05 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"11406770","JB383940","08/07/2018 09:00:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","ALLEY","false","false","0915","11","06","1171934","1884334","2018","2018 Aug 14 04:06:48 PM","41,838066243","-87,644588578","POINT (-87.644588578 41.838066243)"
"11398602","JB373646","07/29/2018 11:00:00 PM","007XX W 31ST ST","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","0914","11","05","1171697","1884328","2018","2018 Aug 05 03:55:07 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11355738","JB317422","06/22/2018 07:30:00 AM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","false","false","0915","11","08A","1171697","1884328","2018","2018 Jun 29 03:54:08 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11354541","JB315822","06/20/2018 08:55:00 PM","007XX W 31ST ST","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","DEPARTMENT STORE","true","false","0915","11","08A","1171697","1884328","2018","2018 Jun 27 04:15:34 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11344615","JB301753","06/08/2018 08:00:00 PM","007XX W 31ST ST","0870","THEFT","POCKET-PICKING","PARK PROPERTY","false","false","0914","11","06","1171911","1884333","2018","2018 Jun 15 04:08:10 PM","41,838064005","-87,644673005","POINT (-87.644673005 41.838064005)"
"11340190","JB296637","06/06/2018 10:00:00 PM","007XX W 31ST ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0914","11","14","1171982","1884335","2018","2018 Jun 13 04:15:47 PM","41,838067931","-87,644412415","POINT (-87.644412415 41.838067931)"
"11338643","JB294895","06/06/2018 01:18:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","true","false","0915","11","06","1171697","1884328","2018","2018 Jun 13 04:15:47 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11332842","JB286693","05/30/2018 11:00:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false","0915","11","06","1171922","1884333","2018","2018 Jun 06 03:54:13 PM","41,838063763","-87,644632641","POINT (-87.644632641 41.838063763)"
"11320823","JB269859","05/19/2018 07:00:00 AM","007XX W 31ST ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","OTHER","false","false","0915","11","11","1171697","1884328","2018","2018 May 30 03:49:34 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11376759","JB345274","05/12/2018 09:00:00 AM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","DRUG STORE","false","false","0915","11","11","1171697","1884328","2018","2018 Aug 10 04:04:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11310752","JB257619","05/10/2018 08:29:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","0915","11","06","1171697","1884328","2018","2018 May 17 03:53:33 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11310247","JB256870","05/08/2018 07:24:00 PM","007XX W 31ST ST","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","DEPARTMENT STORE","false","false","0915","11","10","1171668","1884327","2018","2018 May 15 03:55:49 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"11298691","JB240713","04/27/2018 04:20:00 PM","007XX W 31ST ST","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","PARKING LOT/GARAGE(NON.RESID.)","false","true","0915","11","26","1171678","1884328","2018","2018 May 04 03:59:15 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"11297037","JB239596","04/26/2018 10:53:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","RESTAURANT","false","false","0915","11","06","1171668","1884327","2018","2018 May 04 03:51:04 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"11285258","JB223608","04/14/2018 11:50:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0915","11","06","1171697","1884328","2018","2018 May 04 03:51:04 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11280144","JB217185","04/06/2018 12:00:00 PM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESIDENCE PORCH/HALLWAY","false","false","0915","11","11","1171946","1884334","2018","2018 May 04 03:51:04 PM","41,838065979","-87,644544545","POINT (-87.644544545 41.838065979)"
"11228192","JB148435","02/11/2018 03:40:00 PM","007XX W 31ST ST","0340","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","SIDEWALK","true","false","0914","11","03","1171982","1884335","2018","2018 May 04 03:51:04 PM","41,838067931","-87,644412415","POINT (-87.644412415 41.838067931)"
"11190574","JA566885","12/27/2017 07:00:00 PM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","DRUG STORE","false","false","0915","11","11","1171697","1884328","2017","2018 May 04 03:51:04 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11186771","JA561630","12/24/2017 10:00:00 AM","007XX W 31ST ST","0890","THEFT","FROM BUILDING","DRUG STORE","false","false","0915","11","06","1171697","1884328","2017","2018 May 04 03:51:04 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11185405","JA559625","12/22/2017 01:15:00 AM","007XX W 31ST ST","0460","BATTERY","SIMPLE","STREET","false","false","0915","11","08B","1171697","1884328","2017","2018 May 04 03:51:04 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11177828","JA549487","12/14/2017 07:32:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","false","false","0915","11","08A","1171697","1884328","2017","2018 May 04 03:51:04 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11167557","JA535632","12/04/2017 02:30:00 AM","007XX W 31ST ST","0325","ROBBERY","VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0915","11","03","1171702","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805488","-87,645440067","POINT (-87.645440067 41.83805488)"
"11225422","JB144398","12/03/2017 05:42:00 PM","007XX W 31ST ST","0810","THEFT","OVER $500","SMALL RETAIL STORE","true","false","0915","11","06",,,"2017","2018 Feb 08 03:51:54 PM",,,
"11143197","JA503422","11/07/2017 07:30:00 AM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","0915","11","06","1171678","1884328","2017","2018 Feb 10 03:50:01 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"11131620","JA488424","10/27/2017 04:45:00 PM","007XX W 31ST ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","RESTAURANT","false","false","0914","11","11","1172053","1884337","2017","2018 Feb 10 03:50:01 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"11118525","JA471235","10/14/2017 03:20:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","SMALL RETAIL STORE","false","false","0915","11","06","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11097148","JA443652","09/20/2017 02:00:00 PM","007XX W 31ST ST","1155","DECEPTIVE PRACTICE","AGGRAVATED FINANCIAL IDENTITY THEFT","DRUG STORE","false","false","0915","11","11","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11070195","JA409773","08/28/2017 05:30:00 PM","007XX W 31ST ST","1330","CRIMINAL TRESPASS","TO LAND","RESTAURANT","true","false","0915","11","26","1172053","1884337","2017","2018 Feb 10 03:50:01 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"11063966","JA402387","08/22/2017 11:55:00 PM","007XX W 31ST ST","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","SMALL RETAIL STORE","true","false","0915","11","18","1171721","1884329","2017","2018 Feb 10 03:50:01 PM","41,838057207","-87,645370318","POINT (-87.645370318 41.838057207)"
"11054263","JA391103","08/14/2017 03:25:00 PM","007XX W 31ST ST","0850","THEFT","ATTEMPT THEFT","DRUG STORE","false","false","0915","11","06","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11041137","JA375636","08/03/2017 02:12:00 PM","007XX W 31ST ST","1330","CRIMINAL TRESPASS","TO LAND","GROCERY FOOD STORE","true","false","0915","11","26","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11033120","JA365635","07/25/2017 06:28:00 PM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","SMALL RETAIL STORE","false","false","0915","11","06","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"11023878","JA354558","07/19/2017 12:50:00 PM","007XX W 31ST ST","0810","THEFT","OVER $500","RESTAURANT","false","false","0915","11","06","1171668","1884327","2017","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"11016817","JA346625","07/13/2017 04:23:00 PM","007XX W 31ST ST","2023","NARCOTICS","POSS: HEROIN(BRN/TAN)","STREET","true","false","0915","11","18","1171721","1884329","2017","2018 Feb 10 03:50:01 PM","41,838057207","-87,645370318","POINT (-87.645370318 41.838057207)"
"11005363","JA333781","07/02/2017 02:00:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","false","false","0915","11","08A","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10972787","JA296900","06/06/2017 05:00:00 PM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false","0915","11","11","1172053","1884337","2017","2018 Feb 10 03:50:01 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"10959357","JA280941","05/27/2017 05:30:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0915","11","06","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10939522","JA256910","04/30/2017 05:53:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","OTHER","false","false","0915","11","06","1171668","1884327","2017","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"10930262","JA243559","04/29/2017 02:07:00 AM","007XX W 31ST ST","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","0915","11","06","1171668","1884327","2017","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"10924455","JA238796","04/23/2017 12:30:00 PM","007XX W 31ST ST","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","RESTAURANT","false","false","0914","11","04B","1172053","1884337","2017","2018 Feb 10 03:50:01 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"10893928","JA204654","03/29/2017 11:15:00 AM","007XX W 31ST ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESTAURANT","false","false","0915","11","08A","1172053","1884337","2017","2025 Sep 23 03:41:47 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"10889062","JA199168","03/24/2017 06:10:00 PM","007XX W 31ST ST","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","true","false","0914","11","15","1171692","1884328","2017","2018 Feb 10 03:50:01 PM","41,8380551","-87,645476761","POINT (-87.645476761 41.8380551)"
"10877965","JA185019","03/13/2017 04:55:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","0915","11","06","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10854162","JA158725","02/18/2017 03:30:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0915","11","08A","1171682","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805532","-87,645513456","POINT (-87.645513456 41.83805532)"
"10832102","JA133923","01/29/2017 05:00:00 AM","007XX W 31ST ST","1310","CRIMINAL DAMAGE","TO PROPERTY","CONVENIENCE STORE","false","false","0915","11","14","1171682","1884328","2017","2017 Feb 14 03:49:42 PM","41,83805532","-87,645513456","POINT (-87.645513456 41.83805532)"
"10819115","JA119386","01/17/2017 03:30:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false","0915","11","06","1171697","1884328","2017","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10816779","JA116566","01/15/2017 02:36:00 AM","007XX W 31ST ST","0460","BATTERY","SIMPLE","RESTAURANT","false","false","0915","11","08B","1171678","1884328","2017","2017 Feb 14 03:49:42 PM","41,838055408","-87,645528134","POINT (-87.645528134 41.838055408)"
"10885086","JA194880","12/29/2016 08:05:00 PM","007XX W 31ST ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","false","false","0915","11","11","1171668","1884327","2016","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"10776207","HZ542839","12/07/2016 12:25:00 AM","007XX W 31ST ST","0620","BURGLARY","UNLAWFUL ENTRY","VEHICLE-COMMERCIAL","true","false","0915","11","05","1171668","1884327","2016","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"10741474","HZ501115","11/03/2016 11:00:00 AM","007XX W 31ST ST","0460","BATTERY","SIMPLE","DRUG STORE","false","false","0915","11","08B","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10736947","HZ496993","10/31/2016 05:07:00 PM","007XX W 31ST ST","4625","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","true","false","0914","11","26","1171721","1884329","2016","2018 Feb 10 03:50:01 PM","41,838057207","-87,645370318","POINT (-87.645370318 41.838057207)"
"10734468","HZ493983","10/29/2016 01:05:00 PM","007XX W 31ST ST","0460","BATTERY","SIMPLE","PARKING LOT/GARAGE(NON.RESID.)","true","false","0915","11","08B","1171668","1884327","2016","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"10733298","HZ492371","10/27/2016 12:00:00 PM","007XX W 31ST ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","RESTAURANT","false","false","0915","11","11","1172053","1884337","2016","2018 Feb 10 03:50:01 PM","41,838071856","-87,644151826","POINT (-87.644151826 41.838071856)"
"10722231","HZ481038","10/19/2016 06:14:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","CONVENIENCE STORE","true","false","0915","11","08A","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10707978","HZ464717","10/07/2016 10:20:00 AM","007XX W 31ST ST","0320","ROBBERY","STRONGARM - NO WEAPON","SMALL RETAIL STORE","false","false","0915","11","03","1171682","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805532","-87,645513456","POINT (-87.645513456 41.83805532)"
"10692589","HZ447110","09/23/2016 10:50:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0915","11","06","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10691319","HZ441437","09/20/2016 12:05:00 AM","007XX W 31ST ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0914","11","08B","1171993","1884335","2016","2018 Feb 10 03:50:01 PM","41,838067689","-87,644372052","POINT (-87.644372052 41.838067689)"
"10682594","HZ435544","09/15/2016 05:10:00 PM","007XX W 31ST ST","0560","ASSAULT","SIMPLE","STREET","false","false","0915","11","08A","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10669823","HZ421463","09/05/2016 02:50:00 PM","007XX W 31ST ST","1330","CRIMINAL TRESPASS","TO LAND","PARKING LOT/GARAGE(NON.RESID.)","true","false","0915","11","26","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10667539","HZ418237","09/02/2016 09:35:00 PM","007XX W 31ST ST","0810","THEFT","OVER $500","CONVENIENCE STORE","false","false","0915","11","06","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10661422","HZ412050","08/28/2016 12:00:00 PM","007XX W 31ST ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0914","11","14","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10638997","HZ390599","08/13/2016 03:16:00 PM","007XX W 31ST ST","1330","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","true","false","0915","11","26","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10637203","HZ389460","08/12/2016 12:20:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","OTHER","false","false","0915","11","06","1171682","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805532","-87,645513456","POINT (-87.645513456 41.83805532)"
"10636262","HZ388533","08/12/2016 06:03:00 AM","007XX W 31ST ST","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","DRUG STORE","true","false","0915","11","03","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10636097","HZ388484","08/12/2016 03:30:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false","0915","11","06","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10625813","HZ377958","08/04/2016 01:00:00 PM","007XX W 31ST ST","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","SMALL RETAIL STORE","false","false","0914","11","10","1171692","1884328","2016","2018 Feb 10 03:50:01 PM","41,8380551","-87,645476761","POINT (-87.645476761 41.8380551)"
"10636590","HZ388760","08/04/2016 07:23:00 AM","007XX W 31ST ST","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","DRUG STORE","true","false","0915","11","03","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10617780","HZ370634","07/30/2016 04:40:00 AM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0915","11","06","1171697","1884328","2016","2018 Feb 10 03:50:01 PM","41,83805499","-87,645458414","POINT (-87.645458414 41.83805499)"
"10635554","HZ387759","07/29/2016 03:00:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","OTHER","false","false","0915","11","06","1171668","1884327","2016","2018 Feb 10 03:50:01 PM","41,838052883","-87,645564858","POINT (-87.645564858 41.838052883)"
"10616181","HZ368930","07/28/2016 08:56:00 PM","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","0914","11","06","1172041","1884337","2016","2018 Feb 10 03:50:01 PM","41,83807212","-87,644195859","POINT (-87.644195859 41.83807212)"
